Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    S_d_eV    K_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)  
OH_PtRh_211_top-s-2   0.238   2.734   2.728   0.99   3.32   7.0   1   -1.238   2.059   1.378   9.455   5.078   7.459   1.143   8.03   1.097   2.28   2.359   0.213   
OH_Ag@Cu_211_fcc-s-2   0.094   2.603   2.576   0.67   1.0   8.333   3   -2.375   1.035   1.481   13.354   4.719   7.726   1.236   9.756   1.219   1.9   0.099   0.262   
OH_AgAu_211_top-s-1   1.201   2.985   2.958   0.89   2.26   7.0   1   -3.808   1.008   2.246   15.982   4.427   7.576   1.304   9.839   0.983   1.93   0.038   0.225   
OH_Pd_211_bridge3-s   0.579   2.819   2.808   0.94   2.78   8.5   2   -1.625   1.337   0.687   5.511   5.21   8.337   0.562   9.294   0.75   2.2   2.128   0.13   
OH_AgAu_211_bridge1-s-1   0.93   2.988   2.961   0.95   2.805   8.0   2   -3.575   1.195   2.121   14.583   4.854   8.401   1.807   9.775   1.157   2.235   0.061   0.248   
OH_AgAu_211_bridge2-t-2   0.973   2.988   2.968   0.95   2.805   9.0   2   -3.614   1.266   2.148   14.261   4.854   8.401   1.807   9.76   1.212   2.235   0.065   0.246   
OH_Pt@Rh_211_top-t-1   0.494   2.734   2.714   0.99   3.32   9.0   1   -1.47   2.351   1.843   10.61   5.078   7.459   1.143   7.866   1.117   2.28   1.89   0.139   
OH_Cu_111_bridge   0.279   2.603   2.596   0.67   1.0   9.0   2   -2.446   0.95   0.826   8.438   4.992   7.726   1.236   9.834   1.244   1.9   0.106   0.275   
OH_Ni_100_bridge   -0.338   2.502   2.486   0.71   1.16   8.0   2   -1.173   1.742   2.723   18.018   5.115   7.64   1.157   8.69   1.198   1.91   1.9   0.173   
OH_Pt@Rh_211_hcp-t-2   0.597   2.734   2.716   0.99   3.32   9.333   3   -1.487   2.402   1.938   10.986   5.078   7.459   1.143   7.852   1.116   2.28   1.854   0.127   
OH_Ir_110_shortbridge   -0.193   2.753   2.691   1.08   4.45   7.0   2   -1.804   2.47   0.688   4.986   5.208   9.121   1.564   7.741   1.183   2.2   1.807   0.245   
OH_AgAu_211_hcp-t-2   0.979   2.987   2.976   0.93   2.623   9.333   3   -3.715   1.246   2.233   14.706   4.712   8.126   1.639   9.768   1.187   2.133   0.06   0.233   
OH_Cu_100_bridge   -0.012   2.603   2.582   0.67   1.0   8.0   2   -2.294   1.011   1.584   13.873   4.743   7.726   1.236   9.622   1.165   1.9   0.084   0.253   
OH_PtRh_211_bridge1-s-4   0.257   2.734   2.741   0.99   3.32   8.0   2   -1.325   2.173   1.446   9.483   5.078   7.459   1.143   7.982   1.156   2.28   2.437   0.176   
OH_AgPd_211_bridge1-t-4   0.926   2.902   2.885   0.915   2.52   9.5   2   -2.456   1.276   1.724   11.051   4.819   7.957   0.933   9.627   0.921   2.065   0.336   0.149   
OH_IrRu_211_fcc-s-2   0.134   2.739   2.701   1.06   4.063   8.333   3   -1.531   2.352   0.573   4.588   5.089   7.948   1.219   7.234   1.027   2.2   1.702   0.184   
OH_Ru_100_bridge   -0.536   2.732   2.703   1.05   3.87   8.0   2   -1.197   2.03   0.432   3.927   5.109   7.361   1.046   7.128   0.861   2.2   1.969   0.238   
OH_Cu_211_bridge1-t   0.379   2.603   2.59   0.67   1.0   9.5   2   -2.427   1.125   2.071   15.952   4.719   7.726   1.236   9.695   1.264   1.9   0.104   0.231   
OH_Pd@Ir_211_bridge2-s-1   -0.326   2.786   2.742   1.01   3.615   7.0   2   -1.915   2.013   0.628   5.531   5.35   8.729   1.063   8.502   1.017   2.2   1.179   0.218   
OH_PtRh_211_bridge3-s-2   0.402   2.786   2.769   1.015   3.61   8.5   2   -1.688   2.128   1.408   8.601   5.414   8.209   1.634   8.361   1.151   2.28   1.78   0.161   
OH_AgPd_211_bridge1-s-2   0.91   2.985   2.893   0.89   2.26   8.0   2   -3.482   1.036   2.585   14.34   4.427   7.576   1.304   9.862   0.921   1.93   0.043   0.184   
OH_AgPd_211_bridge1-s-1   0.748   2.902   2.878   0.915   2.52   8.0   2   -2.423   1.19   1.941   13.275   4.819   7.957   0.933   9.641   0.842   2.065   0.326   0.176   
OH_Ir_211_top-s   -0.126   2.753   2.699   1.08   4.45   7.0   1   -1.703   2.45   0.68   5.016   5.489   9.121   1.564   7.799   1.214   2.2   1.537   0.258   
OH_IrRu_211_fcc-s-1   0.349   2.746   2.698   1.07   4.257   8.333   3   -1.694   2.404   0.728   4.801   5.289   8.534   1.391   7.456   1.118   2.2   1.556   0.229   
OH_AgAu_211_bridge3-s-2   0.879   2.988   2.965   0.95   2.805   8.5   2   -3.637   1.211   2.091   14.087   4.854   8.401   1.807   9.769   1.178   2.235   0.062   0.239   
OH_Pt_211_bridge3-s   0.67   2.838   2.817   1.04   3.9   8.5   2   -1.996   1.985   0.83   5.643   5.75   8.959   2.125   8.807   1.164   2.28   1.596   0.135   
OH_Pt@Rh_211_fcc-t-2   0.701   2.734   2.722   0.99   3.32   9.667   3   -1.497   2.45   2.016   11.326   5.078   7.459   1.143   7.841   1.123   2.28   1.822   0.115   
OH_Ag_211_hcp-t   0.558   2.985   2.976   0.89   2.26   9.333   3   -4.047   1.126   3.305   24.126   4.427   7.576   1.304   9.841   1.167   1.93   0.04   0.275   
OH_AgPd_211_bridge2-t-1   0.72   2.902   2.879   0.915   2.52   9.0   2   -2.449   1.25   1.742   11.364   4.819   7.957   0.933   9.629   0.898   2.065   0.331   0.16   
OH_Rh_211_bridge1-s   0.181   2.734   2.7   0.99   3.32   8.0   2   -1.393   2.226   1.891   11.121   5.078   7.459   1.143   7.918   1.043   2.28   1.955   0.189   
OH_PtRh_211_bridge2-s-1   -0.112   2.786   2.739   1.015   3.61   7.0   2   -1.617   1.974   1.3   8.401   5.414   8.209   1.634   8.421   1.065   2.28   1.865   0.212   
OH_Ag@Cu_211_bridge1-t-2   0.367   2.603   2.6   0.67   1.0   9.5   2   -2.436   1.078   1.604   13.206   4.719   7.726   1.236   9.725   1.267   1.9   0.105   0.238   
OH_IrRu_211_bridge2-t-2   0.126   2.743   2.704   1.065   4.16   9.0   2   -1.695   2.46   0.678   4.584   5.189   8.241   1.305   7.319   1.106   2.2   1.54   0.149   
OH_AgPd_211_bridge2-t-2   0.877   2.902   2.879   0.915   2.52   9.0   2   -2.449   1.25   1.742   11.364   4.819   7.957   0.933   9.629   0.898   2.065   0.331   0.16   
OH_Pt@Rh_211_bridge1-s-2   0.257   2.734   2.705   0.99   3.32   8.0   2   -1.381   2.229   1.826   10.886   5.078   7.459   1.143   7.909   1.064   2.28   2.023   0.185   
OH_Pd@Ir_211_fcc-s-2   0.58   2.753   2.708   1.08   4.45   8.333   3   -1.881   2.611   0.765   4.967   5.489   9.121   1.564   7.715   1.264   2.2   1.446   0.175   
OH_Au_211_bridge1-s   1.161   2.99   2.959   1.01   3.35   8.0   2   -3.168   1.377   1.451   9.828   5.28   9.226   2.309   9.734   1.24   2.54   0.088   0.247   
OH_Ag@Cu_211_top-s-1   0.939   2.985   2.95   0.89   2.26   9.0   1   -4.141   1.131   3.339   20.245   4.427   7.576   1.304   9.785   0.887   1.93   0.043   0.259   
OH_IrRu_211_bridge2-s-2   -0.635   2.743   2.689   1.065   4.16   7.0   2   -1.446   2.214   0.595   4.915   5.189   8.241   1.305   7.398   1.005   2.2   1.807   0.322   
OH_Au@Ni_211_bridge1-t-2   0.251   2.502   2.505   0.71   1.16   9.5   2   -1.261   1.844   2.593   16.503   4.945   7.64   1.157   8.712   1.29   1.91   1.919   0.13   
OH_Pd@Ir_211_top-s-2   -0.189   2.753   2.692   1.08   4.45   7.0   1   -1.717   2.428   0.704   5.109   5.489   9.121   1.564   7.798   1.203   2.2   1.659   0.262   
OH_IrRu_211_bridge1-t-1   0.272   2.732   2.723   1.05   3.87   9.5   2   -1.43   2.39   0.415   4.033   4.889   7.361   1.046   7.036   0.983   2.2   1.624   0.113   
OH_Ni_211_bridge2-t   0.167   2.502   2.482   0.71   1.16   9.0   2   -1.277   1.81   2.612   16.567   4.945   7.64   1.157   8.802   1.277   1.91   1.91   0.145   
OH_Pd@Ir_211_bridge1-s-3   0.367   2.753   2.7   1.08   4.45   8.0   2   -1.851   2.611   0.796   5.179   5.489   9.121   1.564   7.727   1.25   2.2   1.483   0.191   
OH_Pt@Rh_211_top-t-2   0.445   2.734   2.703   0.99   3.32   9.0   1   -1.492   2.361   1.893   10.719   5.078   7.459   1.143   7.858   1.093   2.28   1.878   0.136   
OH_Pt@Rh_211_bridge2-s-2   -0.355   2.734   2.696   0.99   3.32   7.0   2   -1.293   2.108   1.809   11.161   5.078   7.459   1.143   7.953   1.01   2.28   2.157   0.231   
OH_PtRh_211_bridge2-t-2   0.604   2.786   2.761   1.015   3.61   9.0   2   -1.809   2.22   1.459   8.591   5.414   8.209   1.634   8.33   1.166   2.28   2.02   0.134   
OH_Ag@Cu_211_bridge1-s-3   0.196   2.603   2.563   0.67   1.0   8.0   2   -2.364   1.043   1.596   14.183   4.719   7.726   1.236   9.774   1.204   1.9   0.097   0.266   
OH_AgPd_211_top-t-1   0.92   2.819   2.865   0.94   2.78   9.0   1   -1.39   1.404   1.099   10.299   5.21   8.337   0.562   9.409   0.818   2.2   0.614   0.152   
OH_Rh_211_fcc-t   0.708   2.734   2.725   0.99   3.32   9.667   3   -1.496   2.419   1.95   10.919   5.078   7.459   1.143   7.858   1.13   2.28   1.796   0.116   
OH_Pt_211_fcc-s   0.995   2.838   2.807   1.04   3.9   8.333   3   -1.989   2.003   0.825   5.621   5.75   8.959   2.125   8.786   1.167   2.28   1.766   0.145   
OH_Pd@Ir_211_top-s-1   0.801   2.819   2.792   0.94   2.78   7.0   1   -2.114   1.598   0.552   5.952   5.21   8.337   0.562   9.205   0.831   2.2   0.699   0.173   
OH_Ag_211_bridge1-t   0.604   2.985   2.978   0.89   2.26   9.5   2   -4.055   1.127   3.251   23.498   4.427   7.576   1.304   9.843   1.177   1.93   0.041   0.272   
OH_Au_100_bridge   0.845   2.99   2.987   1.01   3.35   8.0   2   -3.129   1.286   1.277   9.087   5.271   9.226   2.309   9.707   1.213   2.54   0.08   0.227   
OH_AgAu_211_bridge2-s-1   0.571   2.988   2.941   0.95   2.805   7.0   2   -3.514   1.131   2.084   14.99   4.854   8.401   1.807   9.79   1.114   2.235   0.053   0.268   
OH_AgAu_211_bridge1-t-4   1.067   2.988   2.979   0.95   2.805   9.5   2   -3.629   1.294   2.2   14.39   4.854   8.401   1.807   9.747   1.235   2.235   0.067   0.24   
OH_Au_211_fcc-s   1.168   2.99   2.967   1.01   3.35   8.333   3   -3.182   1.396   1.458   9.76   5.28   9.226   2.309   9.734   1.254   2.54   0.091   0.242   
OH_Rh_211_fcc-s   0.27   2.734   2.703   0.99   3.32   8.333   3   -1.426   2.27   1.892   10.993   5.078   7.459   1.143   7.906   1.063   2.28   1.918   0.171   
OH_Au@Ni_211_hcp-t-1   0.28   2.502   2.511   0.71   1.16   9.333   3   -1.235   1.826   2.533   16.381   4.945   7.64   1.157   8.689   1.283   1.91   1.907   0.137   
OH_IrRu_211_bridge2-t-1   0.265   2.743   2.704   1.065   4.16   9.0   2   -1.695   2.46   0.678   4.584   5.189   8.241   1.305   7.319   1.106   2.2   1.54   0.149   
